Date,Region,Daily_Cases,Daily_Deaths,Daily_Recoveries,Vaccination_Rate,Active_Cases,Month,Month_Name,Week
2023-07-20,North,71,0,50,50.71434294283549,10,7,July,29
2023-07-21,North,75,0,95,56.01021757977401,11,7,July,29
2023-07-22,North,92,0,52,50.16950639993586,13,7,July,29
2023-07-23,North,86,0,35,53.163884647282586,12,7,July,29
2023-07-24,North,8,0,14,53.641456063947096,1,7,July,30
2023-07-25,North,8,0,0,48.89855872079574,1,7,July,30
2023-07-26,North,51,6,25,57.405266692737555,7,7,July,30
2023-07-27,North,48,1,52,51.77630011762186,7,7,July,30
2023-07-28,North,45,0,42,49.07841705967863,6,7,July,30
2023-07-29,North,187,5,149,55.74573603103883,28,7,July,30
2023-07-30,North,43,0,13,48.77689086027558,6,7,July,30
2023-07-31,North,65,0,70,53.616180512120366,9,7,July,31
2023-08-01,North,55,3,57,53.635723698097664,8,8,August,31
2023-08-02,North,40,0,31,59.316840466520524,6,8,August,31
2023-08-03,North,8,4,38,56.46689775780636,1,8,August,31
2023-08-04,North,42,1,17,54.17431575572483,6,8,August,31
2023-08-05,North,8,0,0,58.594326001495936,1,8,August,31
2023-08-06,North,8,2,0,61.662576206625026,1,8,August,31
2023-08-07,North,8,9,6,57.70663394934173,1,8,August,32
2023-08-08,North,9,0,12,55.17538947284328,1,8,August,32
2023-08-09,North,105,1,84,48.77048916791953,15,8,August,32
2023-08-10,North,8,0,12,50.21014597033742,1,8,August,32
2023-08-11,North,33,0,6,54.215634719984905,5,8,August,32
2023-08-12,North,8,3,31,52.90024118700578,1,8,August,32
2023-08-13,North,8,0,5,55.21898963891892,1,8,August,32
2023-08-14,North,50,0,62,56.643139734375644,7,8,August,33
2023-08-15,North,8,0,12,59.21439783771772,1,8,August,33
2023-08-16,North,8,1,14,56.419484131682566,1,8,August,33
2023-08-17,North,8,0,16,59.41053019715299,1,8,August,33
2023-08-18,North,33,4,36,57.50643800811653,5,8,August,33
2023-08-19,North,8,0,18,47.51277705834053,1,8,August,33
2023-08-20,North,14,0,35,52.899476877060074,2,8,August,33
2023-08-21,North,8,0,10,57.08176002358972,1,8,August,34
2023-08-22,North,8,0,19,51.959768044036224,1,8,August,34
2023-08-23,North,100,2,82,61.21392936426674,15,8,August,34
2023-08-24,North,36,3,55,66.07408383204815,5,8,August,34
2023-08-25,North,8,0,0,64.72018288486021,1,8,August,34
2023-08-26,North,19,3,47,57.765203227766534,2,8,August,34
2023-08-27,North,8,5,6,66.49209222271129,1,8,August,34
2023-08-28,North,52,1,19,59.98784278051605,7,8,August,35
2023-08-29,North,8,7,9,57.76511959495925,1,8,August,35
2023-08-30,North,15,0,0,56.5895800888887,2,8,August,35
2023-08-31,North,44,0,52,58.35028893019672,6,8,August,35
2023-09-01,North,63,0,42,58.12779722597517,9,9,September,35
2023-09-02,North,8,6,0,61.12680638660271,1,9,September,35
2023-09-03,North,19,2,0,61.28363913601855,2,9,September,35
2023-09-04,North,17,0,6,60.70204328758025,2,9,September,36
2023-09-05,North,13,0,0,63.07754799158889,2,9,September,36
2023-09-06,North,122,0,76,67.0521324728328,18,9,September,36
2023-09-07,North,69,11,71,66.05271573215167,10,9,September,36
2023-09-08,North,8,0,20,54.08649916873949,1,9,September,36
2023-09-09,North,102,0,94,48.94742729252319,15,9,September,36
2023-09-10,North,161,4,120,66.59467647927329,24,9,September,36
2023-09-11,North,120,2,101,55.29472738704377,18,9,September,37
2023-09-12,North,18,0,14,61.21133782570141,2,9,September,37
2023-09-13,North,69,0,38,56.69064366091199,10,9,September,37
2023-09-14,North,153,3,156,53.73735055935265,23,9,September,37
2023-09-15,North,76,8,79,65.66061034432065,11,9,September,37
2023-09-16,North,134,6,110,66.95511646085389,20,9,September,37
2023-09-17,North,157,7,133,60.482832611751014,23,9,September,37
2023-09-18,North,92,0,82,50.61621711070402,13,9,September,38
2023-09-19,North,139,0,82,61.04625028621011,20,9,September,38
2023-09-20,North,10,0,4,65.94253651052921,1,9,September,38
2023-09-21,North,115,0,86,56.795002595689795,17,9,September,38
2023-09-22,North,158,6,116,65.31240399450017,23,9,September,38
2023-09-23,North,123,0,99,64.52509910578337,18,9,September,38
2023-09-24,North,257,8,249,67.70414980569775,38,9,September,38
2023-09-25,North,133,0,123,65.61163810580703,19,9,September,39
2023-09-26,North,184,0,146,60.354435515372444,27,9,September,39
2023-09-27,North,216,0,193,71.40868168414663,32,9,September,39
2023-09-28,North,281,0,263,64.83922026673328,42,9,September,39
2023-09-29,North,164,5,154,65.70138939036242,24,9,September,39
2023-09-30,North,282,2,241,61.377616248590066,42,9,September,39
2023-10-01,North,238,0,190,64.03358874404245,35,10,October,39
2023-10-02,North,201,0,183,62.03203038590945,30,10,October,40
2023-10-03,North,267,0,234,65.79735761247079,40,10,October,40
2023-10-04,North,260,9,236,75.42667426884358,39,10,October,40
2023-10-05,North,228,0,204,60.21467010951904,34,10,October,40
2023-10-06,North,260,0,238,59.21241279083606,39,10,October,40
2023-10-07,North,241,0,196,74.84211537373179,36,10,October,40
2023-10-08,North,263,0,246,66.64568930654835,39,10,October,40
2023-10-09,North,286,0,247,64.55298795505206,43,10,October,41
2023-10-10,North,325,2,311,73.30391904137598,48,10,October,41
2023-10-11,North,201,0,158,65.28236186175525,30,10,October,41
2023-10-12,North,343,6,322,77.64653208421818,51,10,October,41
2023-10-13,North,164,9,142,72.11215682922382,24,10,October,41
2023-10-14,North,236,6,189,66.4890143878429,35,10,October,41
2023-10-15,North,263,0,215,79.9211564509429,39,10,October,41
2023-10-16,North,244,0,202,66.31208472564263,36,10,October,42
2023-10-17,North,198,12,175,73.25718015674984,29,10,October,42
2023-10-18,North,209,1,187,71.2492101547797,31,10,October,42
2023-10-19,North,190,1,151,76.4674976557852,28,10,October,42
2023-10-20,North,177,0,150,77.97239114846941,26,10,October,42
2023-10-21,North,231,2,233,70.53089986620796,34,10,October,42
2023-10-22,North,202,0,201,66.80983372519215,30,10,October,42
2023-10-23,North,147,0,133,73.08282774766262,22,10,October,43
2023-10-24,North,207,0,176,67.60043414025044,31,10,October,43
2023-10-25,North,172,0,148,81.26199118268806,25,10,October,43
2023-10-26,North,185,0,168,72.08377555651258,27,10,October,43
2023-10-27,North,168,0,125,69.78053510058231,25,10,October,43
2023-10-28,North,96,0,77,72.73658834251134,14,10,October,43
2023-10-29,North,99,0,55,65.28359932158229,14,10,October,43
2023-10-30,North,147,7,132,67.36720453272146,22,10,October,44
2023-10-31,North,133,0,123,78.43338822104081,19,10,October,44
2023-11-01,North,97,5,74,69.35289124250565,14,11,November,44
2023-11-02,North,95,6,108,67.6088516799969,14,11,November,44
2023-11-03,North,139,0,96,75.73271431208697,20,11,November,44
2023-11-04,North,50,0,17,79.1840152788095,7,11,November,44
2023-11-05,North,93,0,82,77.05630501486378,13,11,November,44
2023-11-06,North,54,0,63,78.64782084661151,8,11,November,45
2023-11-07,North,48,0,69,70.08965093077906,7,11,November,45
2023-11-08,North,99,0,76,66.97061699596111,14,11,November,45
2023-11-09,North,82,7,88,81.7923825454917,12,11,November,45
2023-11-10,North,76,4,63,72.87835904754756,11,11,November,45
2023-11-11,North,93,6,76,73.44363711552695,13,11,November,45
2023-11-12,North,33,2,43,81.54481686309144,5,11,November,45
2023-11-13,North,58,0,60,77.8910401568934,8,11,November,46
2023-11-14,North,12,0,0,77.5953729263421,1,11,November,46
2023-11-15,North,37,1,57,86.34698974648343,5,11,November,46
2023-11-16,North,14,0,36,72.51043082612125,2,11,November,46
2023-11-17,North,21,2,6,80.57326657447211,3,11,November,46
2023-11-18,North,40,0,40,76.42517551459531,6,11,November,46
2023-11-19,North,8,0,15,77.68911524047013,1,11,November,46
2023-11-20,North,101,3,90,84.19453993426046,15,11,November,47
2023-11-21,North,8,1,0,79.29742053968987,1,11,November,47
2023-11-22,North,8,0,0,79.65576610953387,1,11,November,47
2023-11-23,North,57,5,47,82.53286635687867,8,11,November,47
2023-11-24,North,40,0,54,75.5516099786592,6,11,November,47
2023-11-25,North,31,2,36,73.38636924572255,4,11,November,47
2023-11-26,North,31,2,19,72.56441556835637,4,11,November,47
2023-11-27,North,8,0,19,68.16272254762548,1,11,November,48
2023-11-28,North,8,0,0,88.48158510025105,1,11,November,48
2023-11-29,North,8,0,26,72.89055157798498,1,11,November,48
2023-11-30,North,8,3,0,77.5063692447085,1,11,November,48
2023-12-01,North,44,0,31,77.43461481923671,6,12,December,48
2023-12-02,North,8,0,0,80.56175876377077,1,12,December,48
2023-12-03,North,8,4,0,83.3094552934657,1,12,December,48
2023-12-04,North,8,0,26,83.7391806286119,1,12,December,49
2023-12-05,North,18,0,6,76.72746995001245,2,12,December,49
2023-12-06,North,8,0,12,79.01329252996904,1,12,December,49
2023-12-07,North,8,2,6,81.46784480738656,1,12,December,49
2023-12-08,North,10,0,16,79.01753338007127,1,12,December,49
2023-12-09,North,10,6,9,88.50376084713292,1,12,December,49
2023-12-10,North,8,0,0,83.12795168126817,1,12,December,49
2023-12-11,North,8,6,24,84.55350980936996,1,12,December,50
2023-12-12,North,9,0,0,84.3995711785019,1,12,December,50
2023-12-13,North,8,0,0,87.15857807863541,1,12,December,50
2023-12-14,North,8,0,0,82.40236054077128,1,12,December,50
2023-12-15,North,8,1,32,75.21913696351747,1,12,December,50
2023-12-16,North,8,0,21,83.90778041810387,1,12,December,50
2023-12-17,North,12,4,4,78.85860014642547,1,12,December,50
2023-12-18,North,63,0,47,79.67834516267979,9,12,December,51
2023-12-19,North,36,0,25,85.459292621248,5,12,December,51
2023-12-20,North,8,0,43,88.92493184068466,1,12,December,51
2023-12-21,North,8,0,13,83.04591832324074,1,12,December,51
2023-12-22,North,8,0,14,84.68976945859922,1,12,December,51
2023-12-23,North,8,0,25,91.86272307482454,1,12,December,51
2023-12-24,North,8,0,11,84.76145820513514,1,12,December,51
2023-12-25,North,13,2,6,95.0,2,12,December,52
2023-12-26,North,8,0,3,86.79732844793794,1,12,December,52
2023-12-27,North,21,0,16,75.37201038004508,3,12,December,52
2023-12-28,North,65,0,54,88.1485762373908,9,12,December,52
2023-12-29,North,8,0,19,86.49370401232598,1,12,December,52
2023-12-30,North,17,0,15,91.24271981436978,2,12,December,52
2023-12-31,North,29,0,37,88.36590675634979,4,12,December,52
2023-01-01,South,45,0,42,10.0,6,1,January,52
2023-01-02,South,16,0,0,10.59921990762441,2,1,January,1
2023-01-03,South,59,0,58,10.0,8,1,January,1
2023-01-04,South,105,0,55,15.199770241644277,15,1,January,1
2023-01-05,South,22,0,39,12.556618203665789,3,1,January,1
2023-01-06,South,27,0,32,16.02027032951804,4,1,January,1
2023-01-07,South,121,2,107,10.0,18,1,January,1
2023-01-08,South,85,7,91,21.88418121621133,12,1,January,1
2023-01-09,South,30,4,58,10.950403507575778,4,1,January,2
2023-01-10,South,86,10,93,17.395309688083188,12,1,January,2
2023-01-11,South,43,0,0,10.0,6,1,January,2
2023-01-12,South,50,3,16,15.330353041796364,7,1,January,2
2023-01-13,South,92,0,65,10.0,13,1,January,2
2023-01-14,South,9,10,8,10.0,1,1,January,2
2023-01-15,South,11,0,19,22.454772153949314,1,1,January,2
2023-01-16,South,78,0,52,12.137247336842606,11,1,January,3
2023-01-17,South,65,0,59,14.38386766260191,9,1,January,3
2023-01-18,South,140,0,104,17.853085906191023,21,1,January,3
2023-01-19,South,91,0,64,16.187200648654233,13,1,January,3
2023-01-20,South,77,0,38,14.666929690553047,11,1,January,3
2023-01-21,South,231,2,178,15.945684133210248,34,1,January,3
2023-01-22,South,160,2,109,26.34400100311445,24,1,January,3
2023-01-23,South,188,10,139,14.244873047799105,28,1,January,4
2023-01-24,South,127,5,128,15.744506222585827,19,1,January,4
2023-01-25,South,184,0,136,20.198326925093006,27,1,January,4
2023-01-26,South,230,0,247,20.67872856588882,34,1,January,4
2023-01-27,South,182,3,164,21.29229438494476,27,1,January,4
2023-01-28,South,271,0,234,18.756837923332736,40,1,January,4
2023-01-29,South,239,10,186,10.054206205578353,35,1,January,4
2023-01-30,South,268,7,242,24.142432386780207,40,1,January,5
2023-01-31,South,268,0,216,10.449591716225239,40,1,January,5
2023-02-01,South,404,0,345,17.9005399635578,60,2,February,5
2023-02-02,South,326,9,327,12.822027343309802,49,2,February,5
2023-02-03,South,290,1,244,16.478758816485584,43,2,February,5
2023-02-04,South,397,9,360,18.649306557011904,59,2,February,5
2023-02-05,South,311,0,250,18.818324538789824,46,2,February,5
2023-02-06,South,394,0,334,19.52718618875884,59,2,February,6
2023-02-07,South,301,2,290,25.692182718919607,45,2,February,6
2023-02-08,South,345,2,280,20.09734183724023,51,2,February,6
2023-02-09,South,432,1,402,16.814931109261043,64,2,February,6
2023-02-10,South,470,6,413,23.062194083200026,70,2,February,6
2023-02-11,South,452,0,373,24.3951546424254,67,2,February,6
2023-02-12,South,448,2,392,12.515807078161192,67,2,February,6
2023-02-13,South,448,4,399,21.8468904591394,67,2,February,7
2023-02-14,South,397,5,349,22.571797777488555,59,2,February,7
2023-02-15,South,441,7,343,17.78416050517806,66,2,February,7
2023-02-16,South,459,0,376,26.356556044580074,68,2,February,7
2023-02-17,South,538,0,451,18.933787998903302,80,2,February,7
2023-02-18,South,506,10,428,20.517992157467603,75,2,February,7
2023-02-19,South,404,4,355,19.230794724734498,60,2,February,7
2023-02-20,South,508,0,435,20.38009304010514,76,2,February,8
2023-02-21,South,472,11,375,15.02686632376575,70,2,February,8
2023-02-22,South,455,4,394,13.514031301314244,68,2,February,8
2023-02-23,South,516,10,450,28.89285498645453,77,2,February,8
2023-02-24,South,532,4,463,16.891566884781987,79,2,February,8
2023-02-25,South,522,14,464,16.375455835136048,78,2,February,8
2023-02-26,South,429,12,381,10.771510970442966,64,2,February,8
2023-02-27,South,447,2,388,18.549696756057983,67,2,February,9
2023-02-28,South,470,8,397,15.335100483511962,70,2,February,9
2023-03-01,South,492,7,384,30.36666920727525,73,3,March,9
2023-03-02,South,410,10,357,27.411722809350533,61,3,March,9
2023-03-03,South,413,0,355,19.127929592792697,62,3,March,9
2023-03-04,South,356,6,308,34.03690430144682,53,3,March,9
2023-03-05,South,339,7,262,27.8895966657272,50,3,March,9
2023-03-06,South,425,0,339,21.562656269270075,63,3,March,10
2023-03-07,South,438,0,392,10.895828568489277,65,3,March,10
2023-03-08,South,354,0,300,35.05361396185481,53,3,March,10
2023-03-09,South,392,1,346,16.857082721127075,58,3,March,10
2023-03-10,South,346,6,294,15.783995276204552,51,3,March,10
2023-03-11,South,282,9,240,29.32988512708117,42,3,March,10
2023-03-12,South,317,2,287,36.62183895477328,47,3,March,10
2023-03-13,South,360,10,295,31.550484971673466,54,3,March,11
2023-03-14,South,268,0,229,27.65471043542663,40,3,March,11
2023-03-15,South,332,0,273,28.01498049953522,49,3,March,11
2023-03-16,South,112,0,86,29.514330541154283,16,3,March,11
2023-03-17,South,267,3,221,29.247939652230528,40,3,March,11
2023-03-18,South,218,1,190,27.065297779187535,32,3,March,11
2023-03-19,South,186,0,148,26.386390135143994,27,3,March,11
2023-03-20,South,192,0,188,25.758462931930957,28,3,March,12
2023-03-21,South,78,0,49,22.507649583139145,11,3,March,12
2023-03-22,South,154,3,127,25.08014109918261,23,3,March,12
2023-03-23,South,172,2,136,18.224776368583512,25,3,March,12
2023-03-24,South,216,0,211,26.403906261630645,32,3,March,12
2023-03-25,South,109,0,96,22.158692815893765,16,3,March,12
