Date,Open,High,Low,Close,Volume,Daily_Return,Cumulative_Return,Month,Month_Name,Day_of_Week,Week
2023-02-07,91.2584765201622,92.06366585426726,91.13168172805965,91.4794847632408,1013960,-2.2268192044696544,-9.47007546964906,2,February,Tuesday,6
2023-02-08,92.94127338209942,93.74772291072097,91.65248819910315,92.21554316057768,922937,0.8046158100276646,-8.741657384071743,2,February,Wednesday,6
2023-02-09,90.60127056052715,91.22021272030707,90.6496695637942,91.15997439278138,1022703,-1.1446755412568677,-9.786269311352669,2,February,Thursday,6
2023-02-10,90.01112174048481,91.7731222810842,89.69503466406618,90.67503294300448,1132426,-0.5319675142595237,-10.266177052017838,2,February,Friday,6
2023-02-13,89.73577742993953,90.21945802173248,88.88769587645918,89.63518353018799,1317203,-1.1467869148391818,-11.29523279177026,2,February,Monday,7
2023-02-14,93.55180190063663,93.10867453640243,92.63722923509584,93.06456316999342,752436,3.825930292930635,-7.901450231876993,2,February,Tuesday,7
2023-02-15,93.86972590842879,93.88689982370894,93.02066121094667,93.08597564802834,1426606,0.023008197003848707,-7.88026001610865,2,February,Wednesday,7
2023-02-16,90.97386425871048,91.53372622996088,89.6685613721022,91.18307665329131,609582,-2.044238115881347,-9.76340685311014,2,February,Thursday,7
2023-02-17,93.24208046605872,93.67514092154539,92.3434499526938,92.74188599168124,969642,1.7095379927977827,-8.220778009857696,2,February,Friday,7
2023-02-20,90.53267010569466,91.07248102808676,90.36204341698986,90.55010483544638,1117663,-2.3633131166121313,-10.389808401475292,2,February,Monday,8
2023-02-21,90.89610080014333,91.73489207835415,90.72755649207164,90.97462431893987,1056198,0.46882274102826305,-9.96969544498242,2,February,Tuesday,8
2023-02-22,87.90843656163746,88.5104783763518,86.40430672839987,87.52173928829636,875460,-3.795437526115364,-13.386739408939505,2,February,Wednesday,8
2023-02-23,85.5481861080215,85.7218324098502,84.34825037951659,85.27006802693231,958375,-2.5726993997994607,-15.615038244312458,2,February,Thursday,8
2023-02-24,84.97418696645828,86.88396417993063,84.7472534199101,85.6492711630223,901399,0.4447083775871219,-15.239771249961237,2,February,Friday,8
2023-02-27,87.60916623473271,89.11663185971815,86.93271399461489,86.96711397035055,882127,1.5386503462707868,-13.93560769679884,2,February,Monday,9
2023-02-28,87.91181150920559,88.0051011679071,86.71432346025621,87.30933720216035,1169920,0.3935087830170714,-13.596936754035482,2,February,Tuesday,9
2023-03-01,86.87859909769102,87.65411700874083,87.12651197022765,87.15119177251597,1071403,-0.18113232182509487,-13.753440628620908,3,March,Wednesday,9
2023-03-02,86.84278673156928,86.84724477138978,86.6454727494545,86.67126277130745,861418,-0.5506855287317647,-14.228387950108129,3,March,Thursday,9
2023-03-03,84.395918230441,84.50042140361211,83.39803925244252,84.18796125952196,1179919,-2.8651959512093317,-16.685912705848622,3,March,Friday,9
2023-03-06,83.13431635307896,83.52756808032098,82.59765089266735,83.026102718792,1061459,-1.380076822561782,-17.835711114524088,3,March,Monday,10
2023-03-07,82.079390470154,82.37712562387009,82.2267441277127,82.30585715708003,1162572,-0.8674929186444413,-18.548480502260162,3,March,Tuesday,10
2023-03-08,83.82413306340842,84.2375075489867,83.71776885967402,84.10657276172822,1125925,2.187834094494079,-16.766456388205114,3,March,Wednesday,10
2023-03-09,84.71810263447948,85.71837770756954,84.36078448195816,84.72892847974649,834200,0.7399608586850626,-16.150560744181263,3,March,Thursday,10
2023-03-10,82.31413161994719,82.04248789593176,81.58127562453758,81.83428441940241,887963,-3.416358630141314,-19.015158298522522,3,March,Friday,10
2023-03-13,82.63160825119996,82.6858345980203,82.22456910085654,82.40762426474957,1149458,0.7006108129555821,-18.447769740707002,3,March,Monday,11
2023-03-14,81.66467418054788,82.15326805580247,81.42459128108766,81.81628562079347,1122074,-0.7175775897340753,-19.03297026897603,3,March,Tuesday,11
2023-03-15,81.06805143834865,81.15022667642124,79.7423490766957,80.75645318435414,995819,-1.295380777063737,-20.081801607871185,3,March,Wednesday,11
2023-03-16,80.62641184889277,82.1451376228717,81.05963115171609,81.79134247407251,1023465,1.2814942322390888,-19.057654504966663,3,March,Thursday,11
2023-03-17,84.01696866391113,83.86665968650405,83.38103838838441,83.537145625901,1255532,2.134459588289439,-17.32997285056156,3,March,Friday,11
2023-03-20,84.40953514194746,85.50868941109628,84.77578823427316,85.15022019867558,881685,1.9309668300115268,-15.733642047944372,3,March,Monday,12
2023-03-21,83.62301605930637,84.01759160941138,82.56262989722197,83.7748332063724,1109419,-1.615247722312485,-17.09475247544063,3,March,Tuesday,12
2023-03-22,82.83364472920816,85.02879576745092,83.13625706487147,83.29998716848465,959561,-0.5668122748964666,-17.56466959494314,3,March,Wednesday,12
2023-03-23,83.35255086743761,84.62647719085693,83.02996893636211,83.895641532366,956463,0.7150713753131477,-16.975198144071754,3,March,Thursday,12
2023-03-24,86.08816290025955,85.87042710956331,84.31986746204703,85.59137907228069,1219755,2.0212462875803805,-15.297062418787846,3,March,Friday,12
2023-03-27,84.61908540428331,85.83627027258046,84.59092630099033,84.81743147725382,1165083,-0.9042354538688735,-16.062976410865588,3,March,Monday,13
2023-03-28,84.69181165771398,84.89034391561384,83.79319388511654,84.54533522352811,1162701,-0.3208022796571952,-16.332248296015933,3,March,Tuesday,13
2023-03-29,82.71711819749503,84.4228019119518,82.66844951035883,82.73652842653617,1261095,-2.139451919150437,-18.122279615556835,3,March,Wednesday,13
2023-03-30,81.01379380828689,81.63576480974392,79.95988708077527,80.82101917905592,1004200,-2.3151917102505415,-20.017905810439586,3,March,Thursday,13
2023-03-31,82.21778343901887,83.72374800600022,81.7610751393237,82.18621493676625,1136390,1.689159294917797,-18.666880832166726,3,March,Friday,13
2023-04-03,83.94625407861149,84.78523043793491,83.2975099836393,84.48824287181094,937946,2.8009903325221464,-16.388748027136984,4,April,Monday,14
2023-04-04,84.82931280518561,84.42439089268983,82.46837081733223,84.40884415170446,1064833,-0.09397605797879516,-16.467322585767803,4,April,Tuesday,14
2023-04-05,85.95045342036107,87.60764314425842,85.8505383749321,86.16317158634514,973971,2.078369218618503,-14.73120513090251,4,April,Wednesday,14
2023-04-06,86.15622419371564,87.11590769986111,86.44519114137314,86.83203002451584,1019399,0.7762695196293024,-14.069289466578468,4,April,Thursday,14
2023-04-07,85.57817604480182,85.94966004378402,84.51530754082583,85.76175558378418,1119031,-1.2325802361519034,-15.128454421398331,4,April,Friday,14
2023-04-10,87.07561382595097,87.14391342057262,85.06190425612034,86.42708237569455,836355,0.7757849491086821,-14.470033744723622,4,April,Monday,15
2023-04-11,89.55060725976128,91.14323256644037,88.7052871116134,89.17152939441804,1418477,3.1754479536790337,-11.754074181488079,4,April,Tuesday,15
2023-04-12,88.99680842929348,89.36227961381944,88.77761810283353,89.15222399520917,798796,-0.021649734326623093,-11.77317918998186,4,April,Wednesday,15
2023-04-13,91.8714528836619,92.7416115487819,91.77283511805985,92.03216760156175,757162,3.230366531862794,-8.923129498408471,4,April,Thursday,15
2023-04-14,87.23745704396183,88.66993488021514,86.20322249633453,87.37797614312215,1231622,-5.057135542638913,-13.529010287667674,4,April,Friday,15
2023-04-17,89.79340314672685,89.88705502439991,88.05418257041897,88.87059401216378,1158332,1.7082312213283268,-12.051885844010016,4,April,Monday,16
2023-04-18,89.24006601364968,89.3714697675402,88.17558322425747,89.06997111515908,1124823,0.22434541505147454,-11.854578282276819,4,April,Tuesday,16
2023-04-19,88.77366191855273,88.95106489489365,87.903050041723,88.58318961467607,1125669,-0.5465158396129266,-12.336306973857788,4,April,Wednesday,16
2023-04-20,89.24768801980136,89.3521410430151,88.75949536241582,88.79029217526721,997550,0.2337944270148773,-12.13135414504724,4,April,Thursday,16
2023-04-21,85.47459326499146,87.31121389280173,85.17270757891528,85.37266293306325,820549,-3.8491023719774975,-15.513508276874745,4,April,Friday,16
2023-04-24,84.93077011401444,85.19557675009202,83.72235619886044,85.04091602085744,1015160,-0.3885868155078187,-15.841811644595921,4,April,Monday,17
2023-04-25,85.60918044412155,85.90601822231407,84.8377871654475,85.69330978634225,864567,0.7671527965724234,-15.196189749082748,4,April,Tuesday,17
2023-04-26,88.27655592561311,88.71382401463056,87.43893370190797,88.30817080684471,1195023,3.0514179310170864,-12.608471076900557,4,April,Wednesday,17
2023-04-27,87.42498444966476,88.1843728554302,87.25414370774435,87.44125824564044,970588,-0.9816900896978842,-13.46638505557408,4,April,Thursday,17
2023-04-28,86.39492254052719,86.79651199399947,86.03916521428842,86.08174443842118,834900,-1.5547738384551923,-14.81178706219957,4,April,Friday,17
2023-05-01,85.28698948900244,85.99478223593212,84.68945991457954,85.26484369983139,935722,-0.9489825559636178,-15.620208342716438,5,May,Monday,18
2023-05-02,87.20195672891214,86.94586376640773,85.90822212502773,86.88368438273741,1082586,1.8986027683403073,-14.018171282391464,5,May,Tuesday,18
2023-05-03,87.46525430447603,87.91852101671677,87.16595733738187,87.50056803752376,887255,0.7100109291738432,-13.407690901392911,5,May,Wednesday,18
2023-05-04,86.65573326916841,87.03657606076533,86.47749201738444,86.62167570939387,835555,-1.004441854312288,-14.277460296594796,5,May,Thursday,18
2023-05-05,86.68442119804352,87.85137767783341,87.12803920809337,87.5592257219167,1048737,1.0823503526625533,-13.349642085803694,5,May,Friday,18
2023-05-08,88.17541259548248,88.68394993404237,87.51945445963885,87.77326722619041,1048993,0.24445339998035998,-13.137822339787292,5,May,Monday,19
2023-05-09,89.6901384713061,89.99166750707506,87.336670626457,89.53502420093174,898611,2.0071680483322085,-11.394352463705943,5,May,Tuesday,19
2023-05-10,88.77157169899323,88.56917923916153,87.76747575103843,88.33079655910352,905792,-1.3449794117726843,-12.586080180736957,5,May,Wednesday,19
2023-05-11,86.52630067713494,88.65705609035398,87.33152058618144,87.79772382625978,1046409,-0.6034958967986337,-13.113619600077058,5,May,Thursday,19
2023-05-12,88.06552559507814,87.54268514353596,86.6123583240594,87.15545931202426,710383,-0.7315275228620743,-13.749217386321135,5,May,Friday,19
2023-05-15,84.62459301373424,85.00320985268891,84.21329927802014,84.68369784319792,718507,-2.83603745346257,-16.195321885149653,5,May,Monday,20
2023-05-16,85.70156947078657,85.87449738398233,84.68608040348019,85.22932112502181,856311,0.6443073409880817,-15.655362191964244,5,May,Tuesday,20
2023-05-17,85.27262957554301,86.50878920974141,84.6991194953071,85.71832454432759,957310,0.5737502221664581,-15.17143464515513,5,May,Wednesday,20
2023-05-18,86.03275357843715,86.51582629314831,84.55159958989289,85.76996559466453,1062181,0.06024505333190877,-15.120329630716412,5,May,Thursday,20
2023-05-19,84.96132504107317,86.56905889833631,84.9237112227031,85.41119243799017,1295071,-0.4182969576668194,-15.47537870954875,5,May,Friday,20
2023-05-22,82.80976736857882,83.41228181183403,82.37741803698046,83.06884620790534,1171531,-2.742434759689616,-17.79341130431409,5,May,Monday,21
2023-05-23,83.20284007918283,83.96086882061554,82.02561099140611,82.41412399256664,968012,-0.788168182449589,-18.441337480290684,5,May,Tuesday,21
2023-05-24,81.81402410848764,82.525773253235,81.43987396733675,81.89210102061847,996196,-0.633414452109271,-18.95794183563754,5,May,Wednesday,21
2023-05-25,80.71654461009726,81.63243900015493,80.11856187155334,80.6288877564664,799494,-1.5425337100998582,-20.208042902181575,5,May,Thursday,21
2023-05-26,80.75922388363075,81.83967425341696,80.2462464790584,80.40941569443443,996297,-0.27220028471044433,-20.42523683657788,5,May,Friday,21
2023-05-29,81.30338408424304,82.31570671231873,79.87307464250765,81.1023791820828,942268,0.8617939599035562,-19.739466334027938,5,May,Monday,22
2023-05-30,84.32579653876142,84.81380759036408,82.95845784925068,84.26242323152528,1064543,3.8963641773663182,-16.61222365170397,5,May,Tuesday,22
2023-05-31,84.75381105505978,84.64645790136433,83.08013124530285,84.59943358461422,834553,0.3999533127156285,-16.278711477799064,5,May,Wednesday,22
2023-06-01,86.10125826574573,85.31705310021809,84.55750536155433,85.07885898742242,1103869,0.566700487809646,-15.80426252734324,6,June,Thursday,22
2023-06-02,84.97027805321622,85.95137129925239,84.66523850568827,84.99476453364913,1306547,-0.09884294967533735,-15.88748407776211,6,June,Friday,22
2023-06-05,81.9180392958091,83.83725340485506,81.6018137379374,81.83575383539161,978247,-3.7167121005516446,-19.013704135122353,6,June,Monday,23
2023-06-06,82.26316854644878,81.9390220167425,81.55957914177752,81.83327609012979,1080342,-0.00302770506251937,-19.016156161302206,6,June,Tuesday,23
2023-06-07,82.42600416380681,82.062562467101,81.43306063254589,81.97288839421046,1138028,0.17060578624141787,-18.877993037792677,6,June,Wednesday,23
2023-06-08,86.66681149160027,86.78075336250025,84.42356466459051,86.15546574744086,919755,5.102391089498082,-14.738830982930992,6,June,Thursday,23
2023-06-09,86.14179765906955,86.28059753210117,85.71562633120877,85.86756660964113,1044818,-0.3341623602194699,-15.023741717669154,6,June,Friday,23
2023-06-12,85.93624767548752,86.62370178861433,85.74022849014875,86.43019838228363,1002518,0.655231998363548,-14.466950082391264,6,June,Monday,24
2023-06-13,87.11916417050452,87.09648815851578,85.2214953987444,86.41341220892556,1019535,-0.01942165316319855,-14.483562014686171,6,June,Tuesday,24
2023-06-14,83.97516669563011,84.8574628424155,83.84192600424434,84.45926413733804,845398,-2.261394408153783,-16.417425961338353,6,June,Wednesday,24
2023-06-15,86.58597291113917,88.08225805610748,86.42651096260961,86.45515093700851,1004902,2.363135435829733,-14.442256536052113,6,June,Thursday,24
2023-06-16,87.4778785668868,88.99044018063103,86.23325572955292,87.80903975739878,1099599,1.5660013379384496,-13.102421128696733,6,June,Friday,24
2023-06-19,89.22527483597968,90.67587898701922,88.79190956318365,89.25389782314646,1290228,1.6454548070899966,-11.672560739914061,6,June,Monday,25
2023-06-20,87.83322150897905,88.13735745607228,87.49283955761936,87.68907714717808,1191854,-1.753223908572621,-13.221138522851845,6,June,Tuesday,25
2023-06-21,90.37419078732775,91.12212437485375,90.21439349646037,90.2292117461327,1430636,2.8967514331246003,-10.707370609363352,6,June,Wednesday,25
2023-06-22,87.96364378827838,87.88887983426423,86.73531261982168,87.77846600536536,846530,-2.7161333822384726,-13.132677524120922,6,June,Thursday,25
2023-06-23,89.57618839316618,88.90873947156452,86.6138102346389,88.85922274762798,1174464,1.2312322047147273,-12.063139074424498,6,June,Friday,25
2023-06-26,93.09566005768814,93.9013674186867,92.39192972293573,92.88502732773719,1036668,4.530542194301024,-8.079122485847492,6,June,Monday,26
2023-06-27,90.99733383870894,92.65053774568187,90.66263641653251,91.10855763309834,1437960,-1.9125468826861836,-9.8371523632822,6,June,Tuesday,26
2023-06-28,90.56199435666656,91.50608641200833,89.18646381535376,90.12754033095423,838340,-1.0767564843850885,-10.807986671716804,6,June,Wednesday,26
2023-06-29,90.88986928975079,90.49527516624987,89.73640497861027,90.35251106220713,832055,0.2496137478364524,-10.5853511444773,6,June,Thursday,26
2023-06-30,88.94269997630478,89.87402983260556,87.8393499827116,89.49200540242629,880121,-0.9523870998874528,-11.436924725586962,6,June,Friday,26
2023-07-03,87.06183172339911,87.68108490023371,86.29568789941086,86.80255246885889,575220,-3.0052437885077055,-14.09846104418267,7,July,Monday,27
2023-07-04,87.27002254842712,88.40428297149278,86.6526757882275,86.96513463872675,894848,0.18730113947535987,-13.937566482891555,7,July,Tuesday,27
2023-07-05,85.05280401890018,85.8807085048873,84.6764185821497,85.17953562407456,848173,-2.0532354972713884,-15.704630917680404,7,July,Wednesday,27
2023-07-06,86.62496437635383,86.09625998202267,85.07932923016493,86.03318220172487,1030078,1.0021733170954672,-14.859845221190255,7,July,Thursday,27
2023-07-07,84.44445805926809,85.5979808265395,83.8144904907452,84.50786244380743,1068351,-1.7729435537336968,-16.369332106980067,7,July,Friday,27
2023-07-10,87.26687481809554,88.34158147642863,86.76971146121419,87.2121158770376,1375234,3.2000021714291282,-13.693148918422736,7,July,Monday,28
2023-07-11,85.82518245177924,86.18795381458007,84.98324798208154,85.89951638180575,1190084,-1.5050655313563532,-14.99212358525061,7,July,Tuesday,28
2023-07-12,85.39733214960476,86.81586946239864,84.39221115905544,85.39068062222263,884619,-0.5923616115851571,-15.495677611955344,7,July,Wednesday,28
2023-07-13,86.35881290712288,87.0602025722702,85.6345921597798,86.8347869753073,820317,1.6911755973389342,-14.066561133032124,7,July,Thursday,28
2023-07-14,84.15528517881465,86.03976763425604,84.21573624950254,84.76561920254603,1098383,-2.3828788494058895,-16.11425087236023,7,July,Friday,28
2023-07-17,85.87391690422855,85.40406006788852,85.05232425449113,85.19470000166561,735953,0.5061967377295806,-15.689623946856102,7,July,Monday,29
2023-07-18,87.12451318351104,87.73365734959897,87.36667056392696,87.4950377592698,1366291,2.700094909142492,-13.413163775166268,7,July,Tuesday,29
2023-07-19,84.34901467257454,87.05534198283746,83.74646426723122,84.76921241586717,1235888,-3.1154056426632493,-16.110694956718334,7,July,Wednesday,29
2023-07-20,84.20882782518079,85.1715871646461,84.42994895946353,85.12536845946825,906164,0.420147873798582,-15.758235825234578,7,July,Thursday,29
2023-07-21,85.33825464431617,85.8094750023464,85.29614013103105,85.61176786841612,657373,0.5713918397656892,-15.27688525906531,7,July,Friday,29
2023-07-24,86.42887126879728,87.61017521473333,86.66222248324863,87.00444473283277,1270774,1.6267353181599553,-13.898664428929337,7,July,Monday,30
2023-07-25,85.61810334672595,86.49104643958259,84.89648598933482,84.92089635062547,977092,-2.3947608522821073,-15.960585506477386,7,July,Tuesday,30
2023-07-26,83.16673442996868,83.68114850718172,81.6910228101811,82.7489280217629,1247563,-2.5576370742659726,-18.110008728559762,7,July,Wednesday,30
2023-07-27,83.37122337351605,83.8840232621584,83.49920176523652,83.65907347496126,681114,1.0998879078638835,-17.209310616814406,7,July,Thursday,30
2023-07-28,85.14782106294513,85.13124049254172,84.16045128467562,84.19955064956027,880124,0.6460472871012257,-16.674443614081937,7,July,Friday,30
2023-07-31,85.08036326098058,86.84348743592471,83.51343965265346,84.66475857133153,1001048,0.5525064186000961,-16.214064566715493,7,July,Monday,31
2023-08-01,85.15753792474155,85.34658312852272,84.65954715037753,85.29607213033128,1009396,0.7456627404988758,-15.589304064411053,8,August,Tuesday,31
2023-08-02,83.13386485175423,84.19766544138399,83.64253201762165,84.1859389361999,909986,-1.3015056454593998,-16.687914037384317,8,August,Wednesday,31
2023-08-03,85.58949807712379,84.6406127030342,82.78964757630527,84.62019800655246,1124569,0.515833256527154,-16.25816259128264,8,August,Thursday,31
2023-08-04,84.56853947163859,85.32891038317283,84.89811633824583,85.16022096320847,786475,0.6381726459848247,-15.723745091695122,8,August,Friday,31
2023-08-07,83.30315171184606,84.11542556391596,83.8100977308586,83.99417123233287,971524,-1.3692422561695339,-16.877691185816772,8,August,Monday,32
2023-08-08,87.67727313136643,87.73168519981115,87.01373197039558,87.23127253118162,1024059,3.8539594490369256,-13.674191111014906,8,August,Tuesday,32
2023-08-09,89.18068780663057,88.58771985827909,86.71607535433903,88.10590483990133,1102887,1.002659119075755,-12.808637516073588,8,August,Wednesday,32
2023-08-10,86.6702776304632,86.10271672885415,85.99249933087644,86.07452450725516,1142322,-2.305612020371872,-14.818932050229023,8,August,Thursday,32
2023-08-11,87.50186744388306,87.73001548759879,87.01238301656096,87.25584560830106,775071,1.3724398802183568,-13.64987310329046,8,August,Friday,32
2023-08-14,85.86877704138395,86.22447708663444,85.09373440288994,85.6141800150237,693177,-1.8814390965241845,-15.274498150623401,8,August,Monday,33
2023-08-15,87.38735700615842,87.10866412285894,86.85367284677645,87.01605273979946,1255535,1.6374305337383932,-13.887176913478626,8,August,Tuesday,33
2023-08-16,89.43856713893885,89.32764857691359,88.70268828022428,89.10046269642115,1066462,2.395431522106173,-11.824403204688565,8,August,Wednesday,33
2023-08-17,87.81706560094808,89.01268009902353,87.523567082266,87.69377191795381,850302,-1.5787693305927553,-13.216492483960067,8,August,Thursday,33
2023-08-18,89.4911084596468,91.81565426343671,88.48420274787944,89.44450737759092,1310230,1.9964193822967324,-11.483929719272908,8,August,Friday,33
2023-08-21,90.20284860871209,91.21596634514502,89.30485191732961,90.23108783882013,1023134,0.8794061080896309,-10.705513990583285,8,August,Monday,34
2023-08-22,91.4267658680551,92.91629925635556,91.65070291812233,91.77273282191132,1235859,1.7085519193174692,-9.179871336024732,8,August,Tuesday,34
2023-08-23,95.23492407352938,97.34612884809688,94.70106569146066,95.36876224690107,1013503,3.9184072593413832,-5.621168821512327,8,August,Wednesday,34
2023-08-24,94.14559895082255,95.27470403588971,93.81463577884492,94.94932448023285,1412149,-0.4398062392613866,-6.036252809577292,8,August,Thursday,34
2023-08-25,93.52948932416932,93.9230778714029,92.15017045753177,93.57550022301464,1351068,-1.4469026133031804,-7.395816723233111,8,August,Friday,34
2023-08-28,91.51684910263616,93.26596899413009,91.45741135681894,91.97145993967642,950207,-1.714166934203265,-8.983207012652443,8,August,Monday,35
2023-08-29,90.02873331973049,91.23240738197114,90.1867800819409,90.52826344193356,1194314,-1.5691786329035562,-10.411423080563964,8,August,Tuesday,35
2023-08-30,90.51532174820774,91.43831695593056,89.01821335645596,90.43397902874369,1129075,-0.10414914591877489,-10.504728818266344,8,August,Wednesday,35
2023-08-31,91.7327091310328,92.69495632440673,91.03876379852218,91.09866140623078,1273726,0.7349918522061571,-9.846945866970785,8,August,Thursday,35
2023-09-01,92.07081418225175,92.50754482398816,91.14115527578934,91.649995617673,807015,0.6052056121699678,-9.301334523815072,9,September,Friday,35
2023-09-04,92.49338192242641,94.41084769929502,91.47171807185953,93.2254349315919,1137210,1.7189736925804278,-7.742248324757924,9,September,Monday,36
2023-09-05,92.83467342223702,93.96961017714028,91.94537308785297,93.29631672257219,1211684,0.07603267395028812,-7.672102289232825,9,September,Tuesday,36
2023-09-06,96.54837115125491,97.18132529159531,93.98337555599666,96.09634777496699,648252,3.00122357533259,-4.901135656528325,9,September,Wednesday,36
2023-09-07,95.16703696949845,96.13848159623251,95.2160310057747,95.63684695193861,763348,-0.4781667916291754,-5.35586684503528,9,September,Thursday,36
2023-09-08,100.92097254570707,101.5288878817925,100.52720325141739,101.03445098061705,592153,5.6438540172606855,-0.014290133867262966,9,September,Friday,36
2023-09-11,102.63935024927817,103.60878314830008,101.31252767870701,102.35783952686131,946118,1.3098389048485481,1.2953615932483444,9,September,Monday,37
2023-09-12,100.18097215269795,101.3861444654437,99.95528952923678,100.66838049284972,1143508,-1.65054190457804,-0.3765607972420639,9,September,Tuesday,37
2023-09-13,98.63642764816241,98.82140925554499,98.34413601797087,98.5844856977697,1300471,-2.0700589250346013,-2.4388246918851735,9,September,Wednesday,37
2023-09-14,98.9258796653612,99.96344335638459,99.02839191558124,99.59015871923323,1014818,1.0201128649660163,-1.443590591355047,9,September,Thursday,37
2023-09-15,98.8973781456845,99.90088471224337,97.92563721177746,99.19564339748536,1325723,-0.3961388623348827,-1.8340108303445675,9,September,Friday,37
2023-09-18,100.83361060692724,101.11989576525997,99.79431828123558,100.67264414263136,723979,1.4889774334418515,-0.37234140429343654,9,September,Monday,38
2023-09-19,100.87095229710802,102.04787039634827,101.0197069779495,101.68083697773697,659323,1.001456595971817,0.6253863541255384,9,September,Tuesday,38
2023-09-20,101.80734289378118,102.76130696317664,101.48287137619094,101.583617806609,988890,-0.09561208780103359,0.5291763213745071,9,September,Wednesday,38
2023-09-21,99.9178363645755,101.00792931827398,98.08234723968364,99.92764815988441,1076813,-1.6301542339997699,-1.1096043028334748,9,September,Thursday,38
2023-09-22,97.26197415215015,97.5914537936803,95.9561146363126,96.99403300777415,993461,-2.935739213452193,-4.012768427653242,9,September,Friday,38
2023-09-25,96.2874613815465,96.75022481221933,94.71253454593696,96.1797813193033,586511,-0.839486371708642,-4.818568155283501,9,September,Monday,39
2023-09-26,98.55794846351662,98.19328394076885,97.2129574368038,97.89026810142596,982175,1.7784265660202303,-3.1258362854386235,9,September,Tuesday,39
2023-09-27,98.42107318714504,98.68027086845008,98.31464992492542,98.35948809725663,739106,0.4793326292093836,-2.661486809481005,9,September,Wednesday,39
